Country_Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
IRN,1.53545E+11,1.90043E+11,2.26452E+11,2.66299E+11,3.49882E+11,4.12336E+11,4.16397E+11,4.86808E+11,6.26133E+11,6.44036E+11,4.92776E+11,4.60383E+11,4.08213E+11,4.57955E+11,4.8663E+11,3.27901E+11,2.8365E+11,2.39735E+11,3.59097E+11,3.88544E+11
IRQ,21921569479,36627901762,49954890353,65140147197,88837055195,1.31614E+11,1.11658E+11,1.38517E+11,1.8575E+11,2.18002E+11,2.34638E+11,2.28416E+11,1.66774E+11,1.66602E+11,1.87218E+11,2.27367E+11,2.33636E+11,1.80924E+11,2.07692E+11,2.64182E+11
ISL,11429335645,13825309101,16852971987,17465318552,21652505597,18074619562,13154416197,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24663643102,21553080484,25552639899,27841648044
ISR,1.31299E+11,1.39974E+11,1.47084E+11,1.5867E+11,1.84053E+11,2.2053E+11,2.11968E+11,2.38364E+11,2.66792E+11,2.62282E+11,2.97733E+11,3.1433E+11,3.03414E+11,3.22103E+11,3.58245E+11,3.76692E+11,4.02471E+11,4.13268E+11,4.88527E+11,5.22033E+11
ITA,1.57762E+12,1.80654E+12,1.85822E+12,1.94955E+12,2.2131E+12,2.40866E+12,2.19993E+12,2.1361E+12,2.29499E+12,2.08696E+12,2.14192E+12,2.16201E+12,1.83664E+12,1.87707E+12,1.9618E+12,2.09193E+12,2.0113E+12,1.89721E+12,2.11436E+12,2.01043E+12
JAM,9430234852,10174664854,11243865788,11930179173,12799600075,13709401444,12120458141,13220549858,14444661488,14807086491,14264205124,13899225340,14188938781,14077105503,14808984881,15730791526,15830766372,13812421859,14657586359,17097760745
JOR,10195627645,11411706629,12588998590,15056981664,17110442867,22658730357,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41608435915,43370860704,44503005775,43579916197,45116317042,47451499859
JPN,4.51956E+12,4.89312E+12,4.83147E+12,4.60166E+12,4.57975E+12,5.10668E+12,5.28949E+12,5.75907E+12,6.23315E+12,6.27236E+12,5.21233E+12,4.89699E+12,4.44493E+12,5.00368E+12,4.93084E+12,5.04088E+12,5.11799E+12,5.04879E+12,5.00554E+12,4.23114E+12
KAZ,30833692831,43151647003,57123671734,81003864916,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92626E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.66806E+11,1.7934E+11,1.81667E+11,1.71082E+11,1.97112E+11,2.20623E+11
KEN,14904517650,16095337094,18737895401,25825512278,31958195182,35895153328,42347217913,45405615233,46869473166,56396704833,61671440481,68285796663,70120446664,74815143796,82036511259,92202979941,1.00378E+11,1.00658E+11,1.09704E+11,1.1342E+11
KGZ,1919008090,2211534585,2460246796,2834168893,3802570572,5139958956,4690061344,4794361821,6197765942,6605142864,7335033799,7468102369,6678177483,6813095396,7702938395,8271106196,8871019823,7780873259,8740681889,10930644915
KHM,4658246918,5337833248,6293046162,7274595707,8639235913,10351914178,10401851767,11242275289,12829541141,14054443213,15227991395,16702610842,18049954289,20016747858,22177200589,24571753582,27089390033,25872797892,26961061152,29956769529
KIR,90231027.78,102370615.2,112136227.8,110237144.5,132674795.9,141045173.6,132421058.9,155305532.9,180672664.8,189629948.8,184543103.7,177868153.1,170292283.2,178507958.1,188540699.1,196501504.2,175181684.8,177553260.1,227610034.8,223352943.2
KNA,469869869.9,506900000,547203703.7,644414814.8,689285185.2,777691333.3,774273111.1,778718518.5,836092592.6,825381481.5,874896296.3,953170370.4,957037037,1008100000,1058944444,1076922222,1107844444,884522222.2,860844444.4,961563259.3
KOR,7.02717E+11,7.93175E+11,9.34901E+11,1.05322E+12,1.17261E+12,1.04734E+12,9.43942E+11,1.14407E+12,1.25322E+12,1.27843E+12,1.3708E+12,1.48432E+12,1.46577E+12,1.50011E+12,1.6239E+12,1.72485E+12,1.65142E+12,1.64431E+12,1.81096E+12,1.66525E+12
KWT,47874659168,59439090601,80798630137,1.01557E+11,1.14634E+11,1.4738E+11,1.05969E+11,1.15417E+11,1.5408E+11,1.74048E+11,1.74168E+11,1.6265E+11,1.14586E+11,1.09406E+11,1.20688E+11,1.38202E+11,1.36192E+11,1.05949E+11,1.36797E+11,1.84558E+11
LAC,1.75919E+12,2.00786E+12,2.43163E+12,2.83732E+12,3.35309E+12,3.88046E+12,3.60228E+12,4.51009E+12,5.27219E+12,5.24406E+12,5.38236E+12,5.40716E+12,4.59524E+12,4.46552E+12,4.98092E+12,4.83661E+12,4.76908E+12,4.0206E+12,4.62416E+12,5.30057E+12
LAO,2023324407,2366398120,2735558735,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252627,13279248479,14426381187,15912495369,17071162084,18141651381,18740559554,18981800705,18827148530,15724383783
LBN,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44016799516,46880103081,48095213746,49929337837,51147308774,53027680686,54901519156,51605959131,31712128254,23131941557,
LBR,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3039982500,3509000000,4001047150
LBY,26265625000,33122307692,47334697612,60094248772,68032985520,86710739535,60808538330,75380800664,48169243832,92540964666,75351117628,57372352562,48717506273,49912085228,67157451660,76686048499,69254143968,46808208747,39798423941,45752336036
LCA,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1482370370,1568370370,1598222222,1660222222,1749296296,1807222222,1865444444,1996703704,2057074074,2094185185,1516000000,1691259259,2065027556
LCN,2.05579E+12,2.36819E+12,2.86285E+12,3.35183E+12,3.94881E+12,4.5913E+12,4.31436E+12,5.34906E+12,6.08873E+12,6.15502E+12,6.30775E+12,6.43263E+12,5.37654E+12,5.24975E+12,5.83261E+12,5.70609E+12,5.62281E+12,4.77757E+12,5.51052E+12,6.24662E+12
LDC,2.60881E+11,3.01221E+11,3.55554E+11,4.12395E+11,4.94317E+11,6.03523E+11,6.07851E+11,6.90377E+11,8.01926E+11,8.41894E+11,9.17315E+11,9.85869E+11,9.54996E+11,9.90949E+11,1.10401E+12,1.08819E+12,1.1424E+12,1.16243E+12,1.26646E+12,1.41676E+12
LIC,2.19319E+11,2.57457E+11,3.08114E+11,3.56076E+11,4.27293E+11,5.12642E+11,5.26008E+11,5.91637E+11,4.30766E+11,4.08599E+11,4.16884E+11,4.48531E+11,4.49578E+11,4.4444E+11,4.91499E+11,4.15816E+11,4.42287E+11,4.36036E+11,4.67877E+11,5.21634E+11
LIE,3070803439,3454374270,3659320087,4000101033,4601430549,5081479840,4504376590,5082338965,5739705822,5456099685,6391711429,6657526636,6268513140,6237299538,6474310910,6692618411,6436467007,6405765970,7186428783,
LKA,18881765437,20662525941,24405791045,28279802451,32350238663,40713826321,42066223971,58636160849,67753284135,70447217164,77000578207,82528535573,85140955517,88012281910,94376237832,94493871351,89014978319,84440535699,88496535599,74403578363
LMC,1.68E+12,1.96207E+12,2.28855E+12,2.69139E+12,3.31908E+12,3.74133E+12,3.78573E+12,4.53325E+12,5.18719E+12,5.46179E+12,5.57882E+12,5.86816E+12,5.71656E+12,5.99792E+12,6.44709E+12,6.60676E+12,6.87453E+12,6.61906E+12,7.59201E+12,8.10965E+12
LMY,6.94504E+12,8.24182E+12,9.8101E+12,1.16395E+13,1.43705E+13,1.7193E+13,1.68168E+13,2.04654E+13,2.41519E+13,2.56981E+13,2.72101E+13,2.81401E+13,2.66818E+13,2.69161E+13,2.95905E+13,3.13644E+13,3.21104E+13,3.09835E+13,3.65373E+13,3.86877E+13
LSO,1157825409,1511236656,1682343439,1800092519,1682025303,1766820422,1740835820,2234731974,2579421686,2477702253,2367113170,2441063169,2359754088,2114426469,2306741599,2556247156,2436029588,2117736528,2373416269,2553459763
LTE,4.25788E+12,5.11721E+12,6.17284E+12,7.44857E+12,9.38252E+12,1.16633E+13,1.12689E+13,1.35537E+13,1.65195E+13,1.76807E+13,1.90421E+13,1.97753E+13,1.85499E+13,1.85934E+13,2.06298E+13,2.26214E+13,2.30473E+13,2.25259E+13,2.68275E+13,2.80788E+13
LTU,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53751411409,54760617013,56914826861,66414994992,70334299008
LUX,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71000359760,69825641851,73992591285,85506243834,82274812251
LVA,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34343961073,34601740323,39725383601,41153912663
MAC,8246479395,10643253443,12160056755,14874098382,18439981804,21027018551,21587786005,28241799668,36845887225,43189724080,51536592939,54902831794,45048188248,45070807280,50440935654,55284309690,55204961000,25459685020,30123795337,21979475561
MAF,,,,,,,,,775875858,,,772921756.3,,,,,,,,
MAR,58029361339,66114147932,68852655480,75883820424,86947909745,1.01823E+11,1.01155E+11,1.00865E+11,1.10081E+11,1.06937E+11,1.15739E+11,1.19131E+11,1.10414E+11,1.11573E+11,1.18541E+11,1.27341E+11,1.2892E+11,1.21348E+11,1.42867E+11,1.34182E+11
MCO,3597052153,4117728151,4204651894,4586828062,5875376402,6502945305,5473265702,5367561640,6088690667,5742748406,6555590642,7069351224,6261646950,6472837333,6431274938,7194256778,7383941919,6739642360,8596156574,
MDA,1980907435,2598249556,2988342907,3408255364,4401173162,6054824433,5439434059,6974982391,8414351672,8709138767,9496717701,9399833207,7798692878,7982450758,9519053158,11253727815,11735774634,11531967881,13692230147,14420947884
MDG,6372498891,5064732625,5859269752,6395712492,8524620891,10725137722,9616879408,9982711338,11551819618,11578975064,12423555457,12522957401,11323020700,11848613860,13176313594,13760033283,14104664678,13051441203,14554754115,14954967604
MDV,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774350163,2886163938,3295009231,3697353155,4109416450,4379134273,4754185599,5300949823,5609385434,3746329358,5405557162,6189865408
MEA,1.15877E+12,1.36753E+12,1.64348E+12,1.92493E+12,2.27233E+12,2.83041E+12,2.557E+12,2.98442E+12,3.36826E+12,3.64205E+12,3.58179E+12,3.60249E+12,3.17942E+12,3.21337E+12,3.35227E+12,3.51651E+12,3.52281E+12,3.15788E+12,3.74099E+12,4.41442E+12
MEX,7.29335E+11,7.82243E+11,8.77477E+11,9.75383E+11,1.0527E+12,1.10999E+12,9.00047E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31536E+12,1.17187E+12,1.07849E+12,1.15891E+12,1.22241E+12,1.26901E+12,1.09051E+12,1.27284E+12,1.41419E+12
MHL,131398500,132934600,137666300,142745200,149870000,145969100,150624900,160318500,171567100,179855800,185468000,185172900,182997300,200716000,212701200,219330300,232092300,241722400,259538700,279667900
MIC,6.73242E+12,7.99208E+12,9.51131E+12,1.12937E+13,1.39549E+13,1.66944E+13,1.63058E+13,1.98895E+13,2.37255E+13,2.52915E+13,2.67945E+13,2.76936E+13,2.62351E+13,2.64742E+13,2.9102E+13,3.09472E+13,3.16675E+13,3.05473E+13,3.60662E+13,3.81643E+13
MKD,4946296569,5682784433,6258602830,6861227018,8336475036,9909552356,9401736825,9407170389,10494626768,9745261301,10817702424,11362265294,10064519963,10672467073,11307067001,12683068033,12606338449,12363580535,13825049832,13563132057
MLI,4714071978,5454249123,6247515892,6905934219,8156468818,9838403091,10231962383,10689168011,12995112698,12442035328,13242690790,14364937128,13104764379,14026048334,15365713059,17070867578,17280250805,17465392779,19309463506,18827176532
MLT,5489359281,6116591928,6407287651,6778321415,7925403778,9090376446,8696304529,9035819657,9638733344,9461826174,10550968139,11625843214,11091467514,11667976403,13489296992,15298004130,15881258056,15046136935,17743376199,17765270015
MMR,7754647428,9390855298,10588433069,11863016315,15591182545,23013015832,29455165595,37796052939,54118601975,58318677645,60572257122,63264892768,63045306514,60291738935,61449391917,67144726168,68697761477,78930259069,65124769602,59364362541
MNA,5.77708E+11,6.85784E+11,8.08536E+11,9.42306E+11,1.14831E+12,1.41625E+12,1.3786E+12,1.58778E+12,1.6364E+12,1.76481E+12,1.62405E+12,1.60086E+12,1.43907E+12,1.47584E+12,1.47691E+12,1.40005E+12,1.40862E+12,1.28493E+12,1.50701E+12,1.67699E+12
MNE,1707710053,2073234418,2257174481,2721903149,3680711744,4545674528,4159330370,4142983898,4544429063,4087525609,4465771673,4593852089,4054728173,4376929572,4856602179,5506944403,5542053845,4769995512,5861430526,6095978868
MNG,1595297356,1992066808,2523471602,3414055663,4234999703,5623216610,4583850368,7189482001,10409797375,12292770631,12582122604,12226514666,11619892593,11181350649,11480847740,13178094720,14206359016,13312981427,15286441740,16810883361
MNP,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1301000000,1181000000,858000000,,
MOZ,6303399758,7631106171,8542083074,9176896597,10450826527,12556173243,11914471513,11104649065,14381552467,16350813487,16974314296,17716091057,15950979333,11936993087,13219079498,14845400593,15390031040,14156864916,15776757420,17851491428
MRT,2051147607,2362501023,2936019526,3919577286,4346212411,5206437121,4714595488,5628878866,6764627666,6728208836,7223071177,6592537782,6166863960,6398741856,6800138755,7473550557,8066118984,8405498736,9996240419,10375460680
MUS,5816559039,6578840499,6488743120,7028810755,8150150144,9990356849,9128843109,10003670690,11518413430,11668696526,12292974008,13074130094,12007291046,12594155346,13713505998,14735695931,14436347115,11401040996,11476433604,12898307089
MWI,4669789300,5058726350,5320409651,5818279739,6451210219,7743617352,9009887947,10128323011,11648142958,8773203178,8031571928,8801326169,9219474373,7909868618,8943543677,9880675786,11025371147,12056108780,12602334124,13164667627
MYS,1.10202E+11,1.24749E+11,1.43534E+11,1.62692E+11,1.9355E+11,2.30812E+11,2.02257E+11,2.55018E+11,2.97952E+11,3.14443E+11,3.23276E+11,3.38066E+11,3.01355E+11,3.01255E+11,3.19109E+11,3.58789E+11,3.65178E+11,3.37339E+11,3.72981E+11,4.06306E+11
NAC,1.23562E+13,1.32484E+13,1.42172E+13,1.5141E+13,1.59498E+13,1.63298E+13,1.58593E+13,1.66729E+13,1.73994E+13,1.80887E+13,1.86963E+13,1.93628E+13,1.97692E+13,2.023E+13,2.11337E+13,2.22656E+13,2.31321E+13,2.2715E+13,2.53237E+13,2.76101E+13
NAM,4926439275,6609206506,7248375217,8001779551,8839536894,8607431845,8938847364,11431412421,12523359441,13042053857,12043307277,12435430396,11335161230,10722018975,12895153160,13682019172,12541928103,10583748757,12446290855,12607436976
NCL,4915353826,5895008985,6238629462,6979155408,8819917187,9067619729,8704438061,9364350065,10351448025,9659151909,10151382877,10635035550,8738203042,8724568971,9173670000,9896402295,9475655342,9454629451,10071349707,
NER,3394084731,3760443735,4383315967,4756361253,5731485046,7297600219,7352131304,7851192499,8772950783,9426912639,10224897441,10862943546,9683867927,10398861981,11185101444,12808661487,12916454871,13744174582,14915002098,13969605583
NGA,1.04739E+11,1.35765E+11,1.75671E+11,2.38455E+11,2.78261E+11,3.39476E+11,2.95009E+11,3.66991E+11,4.14467E+11,4.63971E+11,5.20117E+11,5.74184E+11,4.93027E+11,4.04649E+11,3.75746E+11,4.21739E+11,4.74517E+11,4.32199E+11,4.40834E+11,4.77386E+11
NIC,5322454926,5795568205,6321324455,6763418646,7423365275,8496948184,8298736471,8758619131,9774320144,10531980451,10982954744,11880433903,12756722238,13286066155,13785890939,13025266513,12699028890,12678162359,14145852101,15671583878
NLD,5.8007E+11,6.5838E+11,6.85348E+11,7.33955E+11,8.48559E+11,9.5187E+11,8.71519E+11,8.47381E+11,9.05271E+11,8.38923E+11,8.77173E+11,8.92168E+11,7.65573E+11,7.8406E+11,8.3387E+11,9.14043E+11,9.10194E+11,9.09793E+11,1.0118E+12,9.91115E+11
NOR,2.29385E+11,2.65267E+11,3.09979E+11,3.46913E+11,4.02646E+11,4.64918E+11,3.87974E+11,4.31052E+11,5.01361E+11,5.12777E+11,5.26014E+11,5.01736E+11,3.8816E+11,3.70957E+11,4.01745E+11,4.39789E+11,4.08743E+11,3.67633E+11,4.90293E+11,5.79267E+11
NPL,6330473097,7273938315,8130258415,9043715356,10325618017,12545438605,12854985464,16002656434,21573872274,21703100747,22162205046,22731612827,24360801338,24524109485,28971588881,33111525183,34186180695,33433659223,36924841430,40828247302
NRU,,,,,,,,47562842.37,65071849.58,101055718.6,94384979.01,99149259.84,84863407.87,97541914.58,109355653.7,130995580.1,125160081.8,124685686.6,145536603.2,150922211
NZL,88250885550,1.03906E+11,1.1472E+11,1.11539E+11,1.37189E+11,1.33131E+11,1.21374E+11,1.46518E+11,1.68291E+11,1.76207E+11,1.90907E+11,2.01313E+11,1.78064E+11,1.88838E+11,2.06556E+11,2.11887E+11,2.13092E+11,2.1257E+11,2.55552E+11,2.47234E+11
OED,3.19512E+13,3.55728E+13,3.76093E+13,3.96744E+13,4.34361E+13,4.61227E+13,4.31448E+13,4.52556E+13,4.86747E+13,4.86224E+13,4.92704E+13,5.02789E+13,4.74112E+13,4.83274E+13,5.04472E+13,5.33715E+13,5.38782E+13,5.25361E+13,5.83639E+13,5.95965E+13
OMN,21633708192,24763712874,31081991678,37215779714,42085379454,60905452536,48388363589,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,75909397659,88191977373,1.14667E+11
OSS,1.22231E+11,1.51646E+11,1.83677E+11,2.15632E+11,2.63863E+11,3.22996E+11,2.77195E+11,3.22561E+11,3.96974E+11,4.14E+11,4.32057E+11,4.46621E+11,3.7045E+11,3.66512E+11,3.99126E+11,4.43079E+11,4.34119E+11,3.78201E+11,4.55685E+11,5.29871E+11
PAK,91760542940,1.0776E+11,1.20055E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77166E+11,2.13588E+11,2.24384E+11,2.31218E+11,2.44361E+11,2.70556E+11,3.1363E+11,3.39206E+11,3.56128E+11,3.20909E+11,3.00426E+11,3.48263E+11,3.76533E+11
PAN,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169235,69721787533,57086836942,67406738052,76522511781
PER,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47528E+11,1.71762E+11,1.9265E+11,2.01176E+11,2.00786E+11,1.89803E+11,1.91898E+11,2.11008E+11,2.22597E+11,2.28326E+11,2.01948E+11,2.23718E+11,2.42632E+11
PHL,87039092439,95002000250,1.0742E+11,1.27653E+11,1.5598E+11,1.81625E+11,1.75975E+11,2.08369E+11,2.34217E+11,2.61921E+11,2.83903E+11,2.97484E+11,3.06446E+11,3.18627E+11,3.28481E+11,3.46842E+11,3.76823E+11,3.61751E+11,3.94087E+11,4.04284E+11
PLW,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,284900000,278900000,251900000,217800000,
PNG,3536411824,3927157867,4865892972,8354911622,9545029481,11670891360,11619455043,14250785801,17985138450,21295165201,21261338065,23210823987,21723439626,20758874953,22742696408,24109780113,24751069238,23848442440,26311656000,30633444295
POL,2.17829E+11,2.55107E+11,3.06146E+11,3.44627E+11,4.29021E+11,5.336E+11,4.39732E+11,4.75697E+11,5.24374E+11,4.95231E+11,5.15762E+11,5.39081E+11,4.77111E+11,4.70025E+11,5.24641E+11,5.8878E+11,5.96058E+11,5.99443E+11,6.79442E+11,6.88177E+11
PRE,3.32451E+11,4.14234E+11,5.16905E+11,6.52732E+11,7.89892E+11,9.86048E+11,9.02166E+11,1.06058E+12,1.2356E+12,1.3418E+12,1.47144E+12,1.56211E+12,1.33401E+12,1.21751E+12,1.29493E+12,1.34831E+12,1.42116E+12,1.30838E+12,1.42959E+12,1.61232E+12
PRI,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,1.00352E+11,1.01565E+11,1.0245E+11,1.02446E+11,1.03376E+11,1.04337E+11,1.03446E+11,1.00958E+11,1.05126E+11,1.03131E+11,1.06369E+11,1.13435E+11
PRK,,,,,,,,,,,,,,,,,,,,
PRT,1.65226E+11,1.89382E+11,1.97254E+11,2.08756E+11,2.40496E+11,2.63416E+11,2.44668E+11,2.38113E+11,2.45118E+11,2.16224E+11,2.26434E+11,2.29902E+11,1.99394E+11,2.06426E+11,2.21358E+11,2.42313E+11,2.39987E+11,2.29032E+11,2.53983E+11,2.51945E+11
PRY,7691367471,9624440836,10737500188,13429430050,17856393235,24615267617,22355151178,27129301048,33737033607,33296438409,38651334593,40377987315,36211372646,36089550672,38997129809,40225448651,37925338460,35432177936,39950899733,41722295362
PSE,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19111900000
PSS,4239178866,4877982920,5419134369,5688864951,6273728182,6704438240,6031359070,6634286339,7736812460,8198532205,8523915458,9263444824,9054327014,9504027365,10256678900,10760671502,10739835369,9531900179,9475964549,10226024920
PST,3.05725E+13,3.39716E+13,3.57427E+13,3.76049E+13,4.10441E+13,4.34768E+13,4.09298E+13,4.26913E+13,4.58496E+13,4.57783E+13,4.62335E+13,4.71488E+13,4.45859E+13,4.55931E+13,4.75357E+13,5.0385E+13,5.08801E+13,4.97194E+13,5.50909E+13,5.60135E+13
PYF,4927780605,5564109988,5705052111,5877997997,6631156411,7136741398,6584557942,6086644791,6203940049,5692858094,6031827089,6151996535,5325846342,5497036487,5833352684,6135116261,6022276207,5731835679,6080359305,
QAT,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.61099E+11,1.83335E+11,1.76371E+11,1.44411E+11,1.79677E+11,2.37296E+11
ROU,57806382692,74973660681,98454374488,1.22024E+11,1.74589E+11,2.14317E+11,1.74102E+11,1.70029E+11,1.92614E+11,1.79133E+11,1.89789E+11,1.99714E+11,1.77884E+11,1.85288E+11,2.10147E+11,2.43316E+11,2.51018E+11,2.51363E+11,2.85405E+11,3.01262E+11
RUS,4.30347E+11,5.91017E+11,7.64016E+11,9.89932E+11,1.2997E+12,1.66085E+12,1.22265E+12,1.52492E+12,2.04592E+12,2.20829E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.69311E+12,1.49308E+12,1.83689E+12,2.24042E+12
RWA,2138185328,2376464520,2933765825,3319711249,4070391531,5179804291,5674428928,6124693374,6884907733,7654782979,7820052084,8239042500,8543869360,8695318854,9252833678,9636510839,10346675636,10172925172,11055281971,13312796765
SAS,7.91027E+11,9.17083E+11,1.0506E+12,1.19609E+12,1.50416E+12,1.52761E+12,1.68317E+12,2.06247E+12,2.27735E+12,2.3024E+12,2.36271E+12,2.58779E+12,2.70484E+12,3.01076E+12,3.43388E+12,3.53421E+12,3.658E+12,3.49001E+12,4.06278E+12,4.36163E+12
SAU,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.76635E+11,7.4185E+11,7.53865E+11,7.66606E+11,6.69484E+11,6.66E+11,7.14995E+11,8.46584E+11,8.38565E+11,7.34271E+11,8.68586E+11,1.10815E+12
SDN,21355295732,26646007251,35182707174,45263824686,59440139775,64833088568,58315346841,74151157012,78402841445,63196236489,66027147865,76818773785,84984672416,1.02944E+11,1.29719E+11,32333780383,32338079165,27034593750,34229513775,51662241775
SEN,8768721561,10076816661,11009033445,11697918245,13994218399,16853989611,16145867483,16121315902,17814283650,17660870396,18918667731,19797253445,17774766697,19040312331,20996562959,23116701540,23403995985,24530513059,27569136728,27684430244
SGP,97646382413,1.15034E+11,1.27808E+11,1.48627E+11,1.80942E+11,1.93617E+11,1.9415E+11,2.39808E+11,2.79357E+11,2.95093E+11,3.07576E+11,3.14864E+11,3.07999E+11,3.1903E+11,3.43273E+11,3.7687E+11,3.76837E+11,3.48392E+11,4.23797E+11,4.66789E+11
SLB,417668997.4,468005324.5,552864568.4,617258127.2,695295347.6,776337725.2,805557595.9,898133646.6,1063895357,1185283422,1285911569,1335571357,1307909891,1379490315,1469789050,1615478421,1619154958,1536145831,1580303517,1595710784
SLE,1369685677,1430217081,1627058706,1862116165,2126679686,2451896682,2419014960,2578159480,2932274242,3789251962,4920343203,5015180836,4252029354,3862721205,3719443318,4085114542,4076578654,4062906364,4249234574,3970343852
SLV,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24930080000,29451240000,32488720000
SMR,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881191950,1813717695,1604701051,1678741202,1673910988,1419400404,1468342431,1528621195,1655354304,1616188702,1541247884,1855382833,
SOM,,,,,,,,,,,4577000012,5024999992,5335000000,5534000000,5609000000,5856000006,6485000000,6883000000,7628000011,8126105600
SRB,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062202241,39655949731,40692661657,44179075779,50640662859,51514242776,53356484764,63082021206,63501748652
SSA,5.57495E+11,6.92416E+11,8.22378E+11,9.72441E+11,1.12629E+12,1.27726E+12,1.22916E+12,1.46073E+12,1.64844E+12,1.71163E+12,1.81861E+12,1.89946E+12,1.6946E+12,1.57508E+12,1.70441E+12,1.77263E+12,1.82173E+12,1.71287E+12,1.92517E+12,2.04576E+12
SSD,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,,,,
SSF,5.58251E+11,6.93315E+11,8.23361E+11,9.73527E+11,1.12737E+12,1.27824E+12,1.23001E+12,1.46171E+12,1.6495E+12,1.71272E+12,1.81994E+12,1.90085E+12,1.69599E+12,1.57654E+12,1.70594E+12,1.77422E+12,1.82337E+12,1.71405E+12,1.92646E+12,2.04735E+12
SST,1.66347E+11,2.00139E+11,2.38393E+11,2.77387E+11,3.32461E+11,4.00482E+11,3.43065E+11,3.94135E+11,4.74786E+11,4.96043E+11,5.15808E+11,5.32806E+11,4.54985E+11,4.46993E+11,4.82865E+11,5.30086E+11,5.22142E+11,4.53728E+11,5.40834E+11,6.33047E+11
STP,102085765.5,114582282,136450658.1,142775109.8,149146918.9,188021169.3,187821029.4,196652514.3,231489270.1,250680845.7,300554483.6,346528329.2,316066072.3,345495615,375614126.2,412253809.7,427425039.7,472551023.6,526653790.7,546680341.6
SUR,1274190311,1484092538,1793410617,2626380435,2936612022,3532969035,3875409836,4368371528,4422276622,4980000000,5145757576,5240606061,5126238146,3317421500,3591679371,3996198760,4016040575,2911807496,2984706244,3620655116
SVK,46919965224,57437444469,62808723477,70767338922,86563986799,1.0088E+11,89399303222,91162836320,99922685425,94623731086,98935222175,1.01437E+11,88900883131,89952699525,95649966261,1.06138E+11,1.0571E+11,1.06729E+11,1.18657E+11,1.15469E+11
SVN,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,49997186439,43107506024,44766722791,48589100043,54177882426,54331588482,53706800044,61748586535,62117768015
